game,comment
Pokemon Red/Pokemon Blue,i am 35 gen 1 was my favorite series all the new stuff just confuses me also want to point out when you grow up watching tv on a analog big box tv its hard to really explain looking at it now the graphics look horrible but as a kid back then those graphics where very clear essentially back then it looked like hd does to me now but now that there is hd it looks horrible if that makes any sense i look back at these old games and i am like damn i dont remember it looking that bad i remember crisp detail and great visuals
Pokemon Red/Pokemon Blue,"Growing Up with Gen 1 and 2 but ""Solid Gamedesign"" is Not the First Word that came to my mind when i thinking about Gen 1 and 2 Pokemon Games😅."
Pokemon Red/Pokemon Blue,The script for this video is poetry
Pokemon Red/Pokemon Blue,"I played Red Version when it came out and am replaying it in 2022 and I still love it. Thank goodness for the backlit screens of the 3ds though, it was rough back in 1998."
Pokemon Red/Pokemon Blue,"Formula they built from scratch


Smt: Am I a joke to you"
Pokemon Red/Pokemon Blue,"Video title: Red and Blue
Game being played: Yellow
Ok Tama, explain"
Pokemon Red/Pokemon Blue,I love your approach to analyzing the deeper themes to the Pokemon world. I find myself wanting some official book or documentary on what the creative process is for this franchise but you've done a great job on explaining the inner workings.
Pokemon Red/Pokemon Blue,"Gen 1 was just so simple and I still love it for that. No forced story elements or weak attempts at character development. Just a fun adventure with great music. Gen 2 retained that simple feel while also somehow adding several layers of complexity. It was Gen 1 with an extreme amount of polish. I loved Gen 3 and 5 and liked Gen 4, but they just kind of kept dumping more and more stuff on and it got really messy for me. I’ll always remember the refreshing simplicity of the first two gens.

Also…yeah sure all Pokémon games are easy. But Gen 6 and forward are absolutely braindead difficulty."
Pokemon Red/Pokemon Blue,"Ok, these games are good*

*because

- for their time they’re actually not too buggy
- for the first entry in a series they get a ton of things right
- probably some other asterisks I forgot throughout watching the video

Which is fine, the points you made were generally valid in my opinion, but unless I misunderstood you, you said at the start of the video that these games are good without an asterisk. I don’t understand why you would go on to talk about asterisks for half an hour if that’s the hook you went with.

It’s fine to still like the gen 1 games on their own merits in 2022, it’s also fine to not like them. Overall a solid analysis of how they’re incredible games for the time and even have a little bit to offer that modern games don’t have, but I don’t get how your hook and the rest of the video are supposed to fit together."
Pokemon Red/Pokemon Blue,My first games were diamond and pearl and I went back and played Pokémon blue when I was 16 and had a great time
Pokemon Red/Pokemon Blue,"Once, I had a pikachu when I nuzlocked it.

When it reached level 25-26, started evolving. I didn’t use a thunderstone or anything. It just started to evolve"
Pokemon Red/Pokemon Blue,"I was stumped by rock tunnel. To the point where now, about 20 years after playing, I can remember the entire place clearly as if it was somewhere I lived. Because my character basically lived in there for a while."
Pokemon Red/Pokemon Blue,"Hey, what's the credit music name?"
Pokemon Red/Pokemon Blue,I can go back and still play Yellow and enjoy it. It's long and tedious but I still enjoy it. These games aren't the best but they will always be a special place in my heart.
Pokemon Red/Pokemon Blue,I'm still struggling to do the mew glitch. XD
Pokemon Red/Pokemon Blue,"My evaluation are that although the gen 1 games are clearly outdated and some mechanics are strange like: why gust is a normal move type????. But it is worth to play to get knowing how the series started, but if you already played it and just want to experience it again, play FireRed and LeafGreen, it is a much more pleasant and more recognizable to play in the modern age."
Pokemon Red/Pokemon Blue,"Bruh, this chick over here giving me alot to think about, then at 8:50 i lost it, just like i did when i was a kid, i used to wonder what went through Pikachu's head as we spun around like that. Weee!🥰"
Pokemon Red/Pokemon Blue,"As a kid I used to go through 4 batteries a day playing Gen 1 on my GameBoy. I played it at home, school, church, car...it was the most incredible thing ever. Today I don't think I'd stomach playing the original, but I do enjoy the remakes. Especially the one used for PokéMMO."
Pokemon Red/Pokemon Blue,I laughed when you mentioned trial and error as a way to get through the games. My little brother went through rock tunnel completely in the dark because he didn't know where to get HM flash.
Pokemon Red/Pokemon Blue,I love how pokemon teaches important lessons
Pokemon Red/Pokemon Blue,"Beautiful essay! ❤️
Like I started replaying all the games chronologically this year to build a very specific living dex and this is just the cherry on top of it! You light up the fire with this review 😊!"
Pokemon Red/Pokemon Blue,"I'm 7months late but, nice mouse pad."
Pokemon Red/Pokemon Blue,Great analysis
Pokemon Red/Pokemon Blue,hell nah those games are archaic and trashy.
Pokemon Red/Pokemon Blue,"You mention Lapras as a throw away, saying it's too weak without effort. But then say Dragonite is supposed to be a wall that has no weakness to you. Lapras is an ice type, and a strong pokemon in itself, of course it's going to take some effort to train. If they give you a Lapras of contemporary level to you, you can basically sweep the rest of the story up to the league with it. It's a trade off."
Pokemon Red/Pokemon Blue,14:32 BUTT!!!
Pokemon Red/Pokemon Blue,"You know, I'll be honest: I can have more fun playing through Pokemon Gold/Silver Crystal today than I do trying to play through Sun/Moon (I was able to play through the former but still haven't been able to progress hardly at all in the latter due to the slog of forced tutorial/pseudo dialogue cutscenes). That said, I still have some issues going back to playing Gen 1 as it released (even though I grew up with Gen 1). For me, I think the real dealbreaker for me is the lack of trainer rebattles - having your financial gains locked to either Meowth/Persian Payday spam, battling the elite 4 over and over, or abusing a Missingno glitch to duplicate items to sell is kind of a turn-off for me. It makes someone like me, that tends to hoard resources, have a lot less fun and less tempted to experiment coming back to these games. Plus not being able to rebattle trainers at all is just kinda boring, you're basically stuck with the elite 4 or wild battles. Back in the day, this wasn't as big of an issue as you had link battles to battle your friends, but these days it really doesn't hold up well (which GSC definitely improved on with being able to call and rebattle some trainers). I also think one thing you may not have touched on a lot is movesets, the movesets in older games are very bare bones and actively push you away from using some Pokemon (bug types were SUFFERING for the longest time). 

That said, in terms of an initial playthrough, it's still got a lot of fun to offer if you go into it with your expectations tempered. I don't get the urge to replay the originals often, but those rare times I do tend to be pretty fun with some great music. I also really liked your insight into a child's perspective when playing these games, I definitely recall experiencing a lot of those same feelings you touched on. Thanks for the video!"
Pokemon Red/Pokemon Blue,My siblings and I still have red blue and yellow. Good times 😌
Pokemon Red/Pokemon Blue,For me Gen 1 and 2 are the best Editions i´ve ever played and - most likely - ever will play
Pokemon Red/Pokemon Blue,Gen 1 all the way!  You nailed this review.  It's always fun coming back to the OG games.
Pokemon Red/Pokemon Blue,I wish there was like a pkmn master mode:  trainer and wild pkmn levels are higher and if you lose an area you have to go back to the Pokemon Center and then repeat the dungeon. With all of the trainers reset.
Pokemon Red/Pokemon Blue,"I've got to say your newest pokemon reviews are some of my favourite videos on the internet. The way you actually take a new approach on reveiwing them is lovely, and I think they really capture what's special about the games."
Pokemon Red/Pokemon Blue,"Waddup homie . 
What if there was a pokemon theme game exactly like no man's sky on playstation 4"
Pokemon Red/Pokemon Blue,What a great review. You touched on some points that I haven't heard in any other retrospectives. Very good and novel information.
Pokemon Red/Pokemon Blue,This is game is buggy then what about BDSP?
Pokemon Red/Pokemon Blue,"I disagree! The OG games were brilliant! 😂 They were really broken though. This is where I started with Pokémon. The Red Version is where I started. Ahhh...the smell of nostalgia. I still play Red and Blue to this day and if I want more modern graphics, I'll play Leaf Green and Fire Red. What other game lets you beat up other kids pets for money, gamble in a casino, wonder a graveyard...and single handedly take on the Mafia...as a kid! 🤣"
Pokemon Red/Pokemon Blue,What an eloquent and comprehensive view all-encompassing of the time that it was developed in most of us have been gifted with our ability to think I systems that we don't recognise today or that we recognise incorrectly as poor design. You've done this era justice
